source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date
shops,sho_56,BIZ-00056,Shri Malnad Retail 56 LLP,"Plot 56, Main Road, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-06|2023-04-06|2023-07-05,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|renewal:2024-04-25|renewal:2026-04-25,
factories,fac_56,BIZ-00056,Shri Malnad Retail 56 Traders,"No 56, Main Road, Industrial Area, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-02|2023-04-05|2023-07-04,inspection:2023-01-02|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-06|renewal:2025-04-05|renewal:2026-04-06,
pollution,pol_56,BIZ-00056,Shri Malnad Retail 56 Traedrs,"No 56, Main Road, Industrial Area, Mysuru",560056,,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-07|2023-04-04|2023-07-06,inspection:2023-01-07|inspection:2023-04-04|inspection:2023-07-06,
electricity,ele_56,BIZ-00056,Malnad Retail 56 Retails,"No 56, Main Road, Industrial Area, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-13|2023-04-08|2023-06-30,inspection:2023-01-13|inspection:2023-04-08|inspection:2023-06-30|electricity_bill:2025-10-05|electricity_bill:2025-11-03|electricity_bill:2025-12-01|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-02|electricity_bill:2026-04-01|electricity_bill:2026-05-01,
shops,sho_57,BIZ-00057,Premier Fabrication 57 LLP,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-26|2023-04-26|2023-07-25|2023-10-23|2024-01-21,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|inspection:2023-10-23|inspection:2024-01-21|renewal:2024-04-05|renewal:2026-04-23,
factories,fac_57,BIZ-00057,Shri Premier Fabrication 57 Pvt Ltd,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-25|2023-04-25|2023-07-24|2023-10-22|2024-01-20,inspection:2023-01-25|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|renewal:2025-04-05|renewal:2026-04-02,
pollution,pol_57,BIZ-00057,Premier Fabrication 57 Fabrications,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-27|2023-04-27|2023-08-04|2023-10-24|2024-01-22,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-08-04|inspection:2023-10-24|inspection:2024-01-22|filing:2026-05-05,
electricity,ele_57,BIZ-00057,M/s Premier Fabrication 57 LLP,"Door 57, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|electricity_bill:2026-01-05|electricity_bill:2026-02-03|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-04,
electricity,ele_57_dup,BIZ-00057,M/s Premier Fabrication 57 LLP,"Door 57, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|electricity_bill:2026-01-05|electricity_bill:2026-02-03|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-04,
shops,sho_58,BIZ-00058,Karnataka Lodging 58,"Door 58, Industrial Area, Mangaluru",560058,ABCDE0058F,,Owner 58,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|renewal:2024-04-22|renewal:2025-04-17|renewal:2026-04-02,
factories,fac_58,BIZ-00058,Shri Karnataka Lodging 58 Traders,"No 58, Main Road, Industrial Area, Mangaluru",560058,ABCDE0058F,29ABCDE0058F1Z5,Owner 58,5510,Lodging,Mangaluru,2023-01-12|2023-04-21|2023-07-11,inspection:2023-01-12|inspection:2023-04-21|inspection:2023-07-11|renewal:2026-04-08,
pollution,pol_58,BIZ-00058,Sri Karnataka Lodging 58P vt Ltd,"No 58, Main Road, Industrial Area, Mangaluru",560058,ABCDE0058F,,Owner 58,5510,Lodging,Mangaluru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13,
electricity,ele_58,BIZ-00058,M/s Karnataka Lodging 58 Enterprises,"Door 58, Industrial Area, Mangaluru",560058,ABCDE0058F,29ABCDE0058F1Z5,Owner 58,5510,Lodging,Mangaluru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|electricity_bill:2025-10-06|electricity_bill:2025-11-03|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-02-01|electricity_bill:2026-03-05|electricity_bill:2026-04-02|electricity_bill:2026-04-30,
shops,sho_59,BIZ-00059,M/s Lakshmi Restaurant 59,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-07|2023-05-08|2023-07-30|2023-11-04|2024-02-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-07-30|inspection:2023-11-04|inspection:2024-02-02|renewal:2024-04-23|renewal:2026-04-21,
shops,sho_59_dup,BIZ-00059,M/s Lkashmi Restaurant 59,"Door 59, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-07|2023-05-08|2023-07-30|2023-11-04|2024-02-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-07-30|inspection:2023-11-04|inspection:2024-02-02|renewal:2024-04-23|renewal:2026-04-21,
factories,fac_59,BIZ-00059,Shri Lakshmi Restaurant 59 Enterprises,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-06|2023-05-07|2023-08-05|2023-11-03|2024-02-01,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|inspection:2023-11-03|inspection:2024-02-01|renewal:2024-04-27|renewal:2026-04-01,
pollution,pol_59,BIZ-00059,M/ sLakshmi Restaurant 59 LLP,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03,
electricity,ele_59,BIZ-00059,Lakshmi Restaurant 59,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-09|2023-05-10|2023-08-08|2023-11-06|2024-02-04,inspection:2023-02-09|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-04|electricity_bill:2025-09-05|electricity_bill:2025-10-07|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-02|electricity_bill:2026-04-04|electricity_bill:2026-05-03,
shops,sho_60,BIZ-00060,Shri Aditya Bakery 60 LLP,"Plot 60, Main Road, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-02,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-02|renewal:2024-04-19|renewal:2025-04-16,
shops,sho_60_dup,BIZ-00060,Shri Aditya Bakery 60 LLP,"Door 60, Industrial Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-02,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-02|renewal:2024-04-19|renewal:2025-04-16,
factories,fac_60,BIZ-00060,Sri Aditya Bakery 60 LLP,"No 60, Main Road, Industrial Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-02|2023-05-03|2023-08-01,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|renewal:2024-04-24|renewal:2025-04-03|renewal:2026-04-06,
pollution,pol_60,BIZ-00060,M/s Aditya Bakery 60 Enterprises,"60 Main Rd, Ind Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-04|2023-05-10|2023-08-03,inspection:2023-02-04|inspection:2023-05-10|inspection:2023-08-03,
electricity,ele_60,BIZ-00060,Aditya Bakery 60 Bakerys,"No 60, Main Road, Industrial Area, Bengaluru",560060,,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-05|2023-05-06|2023-08-04,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|electricity_bill:2026-02-02|electricity_bill:2026-03-02|electricity_bill:2026-04-03|electricity_bill:2026-05-02,
shops,sho_61,BIZ-00061,Shri Premier Retail 61 Enterprises,"Plot 61, Main Road, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|renewal:2025-04-23|renewal:2026-04-11,
factories,fac_61,BIZ-00061,Sri Premier Retail 61 Pvt Ltd,"Plot 61, Main Road, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|renewal:2025-04-14|renewal:2026-04-12,
pollution,pol_61,BIZ-00061,Sri Premier Retail 61 Pvt Ltd,"No 61, Main Road, Industrial Area, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-03|2023-05-04|2023-08-02|2023-10-28|2024-01-29,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-10-28|inspection:2024-01-29|filing:2026-05-05,
electricity,ele_61,BIZ-00061,Sri Premier Retail 61 Traders,"No 61, Main Road, Industrial Area, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-04|2023-05-05|2023-08-03|2023-11-06|2024-01-30,inspection:2023-02-04|inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-06|inspection:2024-01-30|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-05-04,
shops,sho_62,BIZ-00062,M/s Chamundi Fabrication 62 LLP,"No 62, Main Road, Industrial Area, Hubballi",560062,ABCDE0062F,29ABCDE0062F1Z9,Owner 62,2599,Fabrication,Hubballi,2023-01-30|2023-04-25|2023-07-24|2023-10-22|2024-01-20,inspection:2023-01-30|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|renewal:2024-04-22|renewal:2025-04-25|renewal:2026-04-03,
factories,fac_62,BIZ-00062,Sri Chamundi Fabrication 62 Enterprises,"No 62, Main Road, Industrial Area, Hubballi",560062,ABCDE0062F,,Owner 62,2599,Fabrication,Hubballi,2023-01-24|2023-04-24|2023-07-23|2023-10-21|2024-01-19,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-19|renewal:2025-04-11|renewal:2026-04-23,
pollution,pol_62,BIZ-00062,Shir Chamundi Fabrication 62 Enterprises,"62 Main Rd, Ind Area, Hubballi",560062,ABCDE0062F,29ABCDE0062F1Z9,Owner 62,2599,Fabrication,Hubballi,2023-01-26|2023-04-26|2023-07-25|2023-10-28|2024-01-21,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|inspection:2023-10-28|inspection:2024-01-21|filing:2026-05-05,
electricity,ele_62,BIZ-00062,Shri Chamundi Fabrication 62 LLP,"Plot 62, Main Road, Hubballi",560062,ABCDE0062F,,Owner 62,2599,Fabrication,Hubballi,2023-01-27|2023-04-27|2023-07-26|2023-10-17|2024-01-22,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|inspection:2023-10-17|inspection:2024-01-22|electricity_bill:2025-08-04|electricity_bill:2025-09-06|electricity_bill:2025-10-06|electricity_bill:2025-11-01|electricity_bill:2025-12-03|electricity_bill:2026-01-03|electricity_bill:2026-01-30|electricity_bill:2026-03-05|electricity_bill:2026-04-04|electricity_bill:2026-05-03,
shops,sho_63,BIZ-00063,Shri Ganesh Lodging 63 LLP,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-01-31|2023-05-01|2023-07-30|2023-10-25|2024-01-26|2024-04-25,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-25|inspection:2024-01-26|inspection:2024-04-25|closure:2025-06-11,2025-06-11
factories,fac_63,BIZ-00063,M/s Ganesh Lodging 63 Traders,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25|2024-04-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|inspection:2024-04-24|closure:2025-06-11,2025-06-11
pollution,pol_63,BIZ-00063,M/s Ganesh Lodging 63 Enterprises,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27|2024-04-26,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|inspection:2024-04-26|closure:2025-06-11,2025-06-11
electricity,ele_63,BIZ-00063,Sri Ganesh Lodging 63 Traders,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28|2024-04-27,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|inspection:2024-04-27|closure:2025-06-11,2025-06-11
electricity,ele_63_dup,BIZ-00063,Sri aGnesh Lodging 63 Traders,"Door 63, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28|2024-04-27,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|inspection:2024-04-27|closure:2025-06-11,2025-06-11
shops,sho_64,BIZ-00064,Bnagalore Restaurant 64 Pvt Ltd,"No 64, Main Road, Industrial Area, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-14|2023-04-07|2023-07-13|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-07|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|renewal:2024-04-12|renewal:2025-04-26,
factories,fac_64,BIZ-00064,Sri Bangalore Restaurant 64 Enterprises,"Door 64, Industrial Area, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|inspection:2024-04-07|renewal:2024-04-24|renewal:2025-04-07|renewal:2026-04-25,
pollution,pol_64,BIZ-00064,Bangalore Restaurant 64 Traders,"Plot 64, Main Road, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-17|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-17|inspection:2024-01-10|inspection:2024-04-09,
electricity,ele_64,BIZ-00064,Bangalore Restaurant 64,"No 64, Main Road, Industrial Area, Belagavi",560064,ABCDE0064F,,Owner 64,5610,Restaurant,Belagavi,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11|2024-04-10,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|inspection:2024-04-10|electricity_bill:2025-12-31|electricity_bill:2026-02-04|electricity_bill:2026-03-03|electricity_bill:2026-04-04|electricity_bill:2026-05-04,
shops,sho_65,BIZ-00065,Shri Unity Bakery 65 Pvt Ltd,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-05|2023-04-05|2023-07-04,inspection:2023-01-05|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-24|renewal:2026-04-12,
factories,fac_65,BIZ-00065,Sri Unity Bakery 65 LLP,"65 Main Rd, Ind Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-04|2023-04-04|2023-07-03,inspection:2023-01-04|inspection:2023-04-04|inspection:2023-07-03|renewal:2024-04-27|renewal:2025-04-18,
pollution,pol_65,BIZ-00065,Shri Unity Bakery 65,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-06|2023-04-06|2023-07-05,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|filing:2026-05-05,
electricity,ele_65,BIZ-00065,Shri Unity Bakery 65 Pvt Ltd,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-07|2023-04-07|2023-07-06,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2026-01-05|electricity_bill:2026-02-04|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-02,
shops,sho_66,BIZ-00066,Shri Udupi Retail 66 Retails,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,,Owner 66,4711,Retail,Mysuru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|renewal:2024-04-23|renewal:2026-04-07,
factories,fac_66,BIZ-00066,Sri Udupi Retail 66 LLP,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-06|2023-04-13|2023-07-12,inspection:2023-01-06|inspection:2023-04-13|inspection:2023-07-12|renewal:2025-04-17,
factories,fac_66_dup,BIZ-00066,Sri Uduip Retail 66 LLP,"66 Main Rd, Ind Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-06|2023-04-13|2023-07-12,inspection:2023-01-06|inspection:2023-04-13|inspection:2023-07-12|renewal:2025-04-17,
pollution,pol_66,BIZ-00066,M/s Udupi Retail 66 LLP,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|filing:2026-05-05,
electricity,ele_66,BIZ-00066,Shri Uudpi Retail 66,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-16|2023-04-16|2023-07-15,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|electricity_bill:2025-06-07|electricity_bill:2025-07-04|electricity_bill:2025-08-05|electricity_bill:2025-09-02|electricity_bill:2025-10-04|electricity_bill:2025-11-04|electricity_bill:2025-12-04|electricity_bill:2026-01-01|electricity_bill:2026-02-02|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-01,
shops,sho_67,BIZ-00067,Sri Navarasa Fabrication 67,"Plot 67, Main Road, Hubballi",560067,,29ABCDE0067F1Z5,Owner 67,2599,Fabrication,Hubballi,2023-02-06|2023-05-16|2023-07-29|2023-11-03|2024-01-25|2024-05-01,inspection:2023-02-06|inspection:2023-05-16|inspection:2023-07-29|inspection:2023-11-03|inspection:2024-01-25|renewal:2024-04-09|inspection:2024-05-01|renewal:2025-04-17|renewal:2026-04-19,
factories,fac_67,BIZ-00067,Sri Navarasa Fabrication 67,"No 67, Main Road, Industrial Area, Hubballi",560067,ABCDE0067F,,Owner 67,2599,Fabrication,Hubballi,2023-02-05|2023-05-06|2023-08-04|2023-11-02|2024-01-31|2024-04-30,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|renewal:2024-04-16|inspection:2024-04-30|renewal:2026-04-23,
pollution,pol_67,BIZ-00067,Navarasa Fabrication 67 Traders,"No 67, Main Road, Industrial Area, Hubballi",560067,ABCDE0067F,29ABCDE0067F1Z5,Owner 67,2599,Fabrication,Hubballi,2023-02-07|2023-05-08|2023-08-06|2023-11-04|2024-02-02|2024-05-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-08-06|inspection:2023-11-04|inspection:2024-02-02|inspection:2024-05-02|filing:2026-05-05,
electricity,ele_67,BIZ-00067,Navarasa Fabrication 67 Traders,"Door 67, Industrial Area, Hubballi",560067,ABCDE0067F,,Owner 67,2599,Fabrication,Hubballi,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03|2024-05-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03|inspection:2024-05-03|electricity_bill:2025-08-07|electricity_bill:2025-09-04|electricity_bill:2025-10-05|electricity_bill:2025-11-03|electricity_bill:2025-12-05|electricity_bill:2026-01-05|electricity_bill:2026-01-31|electricity_bill:2026-03-02|electricity_bill:2026-04-01|electricity_bill:2026-05-02,
shops,sho_68,BIZ-00068,M/s Cauvery Lodging 68 Pvt Ltd,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-06|2023-05-07|2023-08-05,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|renewal:2024-04-24|renewal:2025-04-08,
factories,fac_68,BIZ-00068,Shri Cauvery Lodging 68 Enterprises,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,,Owner 68,5510,Lodging,Mangaluru,2023-02-05|2023-04-29|2023-08-04,inspection:2023-02-05|inspection:2023-04-29|inspection:2023-08-04|renewal:2024-04-12|renewal:2025-04-26|renewal:2026-04-05,
pollution,pol_68,BIZ-00068,Cauvery Lodging 68,"Door 68, Industrial Area, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|filing:2026-05-05,
pollution,pol_68_dup,BIZ-00068,Cauvery Lodging 68,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|filing:2026-05-05,
electricity,ele_68,BIZ-00068,M/s Cauvery Lodging 68 Pvt Ltd,"No 68, Main Road, Industrial Area, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-08|2023-05-09|2023-08-07,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-04|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,
shops,sho_69,BIZ-00069,Sri Aditya Restaurant 69 Restaurants,"No 69, Main Road, Industrial Area, Belagavi",560069,ABCDE0069F,,Owner 69,5610,Restaurant,Belagavi,2023-01-14|2023-04-14|2023-07-13|2023-10-11|2024-01-09,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|closure:2025-03-02,2025-03-02
factories,fac_69,BIZ-00069,Aditya Restaurant 69 Pvt Ltd,"No 69, Main Road, Industrial Area, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-03|2024-01-17,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-03|inspection:2024-01-17|closure:2025-03-02,2025-03-02
factories,fac_69_dup,BIZ-00069,Aditya Restaurant 69 Pvt Ltd,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-03|2024-01-17,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-03|inspection:2024-01-17|closure:2025-03-02,2025-03-02
pollution,pol_69,BIZ-00069,M/s Aditya Restaurant 69 LLP,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|closure:2025-03-02,2025-03-02
pollution,pol_69_dup,BIZ-00069,M/s Aditya Restaurant 69 LLP,"69 Main Rd, Ind Area, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|closure:2025-03-02,2025-03-02
electricity,ele_69,BIZ-00069,M/s Aditya Restaurant 69 Enterprises,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|closure:2025-03-02,2025-03-02
